Security Code,Security Name,Category of person,Number of Securities Acquired/Disposed/Pledge etc.,Value  of Securities Acquired/Disposed/Pledge etc,Price,Transaction Type ( Buy/Sale/Pledge/Revoke/Invoke),Exchange on which the Trade was executed,Reported to Exchange
533088,MAHINDRA HOLIDAYS & RESORTS INDIA LTD.,Designated Person,5221,1597991,,Disposal,NSE,5-Jun-23
533088,MAHINDRA HOLIDAYS & RESORTS INDIA LTD.,Designated Person,5000,1522389,,Disposal,NSE,2-Jun-23
533088,MAHINDRA HOLIDAYS & RESORTS INDIA LTD.,Director,102818,30935565,,Disposal,NSE,2-Jun-23
533088,MAHINDRA HOLIDAYS & RESORTS INDIA LTD.,Designated Person,1000,3080000,,Disposal,NSE,31-May-23
533088,MAHINDRA HOLIDAYS & RESORTS INDIA LTD.,Designated Person,1000,304018,,Disposal,NSE,31-May-23
533088,MAHINDRA HOLIDAYS & RESORTS INDIA LTD.,Designated Person,6047,1777496,,Disposal,NSE,31-May-23
533088,MAHINDRA HOLIDAYS & RESORTS INDIA LTD.,Director,16900,4976120,,Disposal,NSE,26-May-23
533088,MAHINDRA HOLIDAYS & RESORTS INDIA LTD.,Designated Person,4877,1419572,,Disposal,NSE,19-May-23
533088,MAHINDRA HOLIDAYS & RESORTS INDIA LTD.,Designated Person,9123,2640959,,Disposal,NSE,17-May-23
533088,MAHINDRA HOLIDAYS & RESORTS INDIA LTD.,Designated Person,9315,2766958,,Disposal,NSE,12-May-23
533088,MAHINDRA HOLIDAYS & RESORTS INDIA LTD.,Director,100,29733,,Disposal,NSE,12-May-23
533088,MAHINDRA HOLIDAYS & RESORTS INDIA LTD.,Director,12218,3640790,,Disposal,NSE,10-May-23
533088,MAHINDRA HOLIDAYS & RESORTS INDIA LTD.,Designated Person,685,202055,,Disposal,NSE,10-May-23
533088,MAHINDRA HOLIDAYS & RESORTS INDIA LTD.,Director,12253,3649390,,Disposal,NSE,9-May-23
533088,MAHINDRA HOLIDAYS & RESORTS INDIA LTD.,Director,96950,29077517,,Disposal,NSE,5-May-23
533088,MAHINDRA HOLIDAYS & RESORTS INDIA LTD.,Director,10000,3027907,,Disposal,NSE,4-May-23
533088,MAHINDRA HOLIDAYS & RESORTS INDIA LTD.,Designated Person,8977,2724677,,Disposal,NSE,2-May-23
533088,MAHINDRA HOLIDAYS & RESORTS INDIA LTD.,Designated Person,35000,10605000,,Disposal,NSE,2-May-23
532313,MAHINDRA LIFESPACE DEVELOPERS LTD.,Designated Person,13805,138050,10,Acquisition,NA,28-Jul-23
532313,MAHINDRA LIFESPACE DEVELOPERS LTD.,Designated Person,6483,64830,10,Acquisition,NA,8-May-23
532313,MAHINDRA LIFESPACE DEVELOPERS LTD.,Designated Person,6583,65830,10,Acquisition,NA,8-May-23
532313,MAHINDRA LIFESPACE DEVELOPERS LTD.,Director,250000,20500000,82,Acquisition,NA,8-May-23
532313,MAHINDRA LIFESPACE DEVELOPERS LTD.,Director,250000,20500000,82,Acquisition,NA,8-May-23
532313,MAHINDRA LIFESPACE DEVELOPERS LTD.,Other,97666,41022273,,Disposal,NSE,30-May-23
532313,MAHINDRA LIFESPACE DEVELOPERS LTD.,Other,30000,12000055,,Disposal,NSE,27-May-23
532313,MAHINDRA LIFESPACE DEVELOPERS LTD.,Other,50000,20255639,,Disposal,NSE,27-May-23
532313,MAHINDRA LIFESPACE DEVELOPERS LTD.,Other,5532,2242254,,Disposal,NSE,25-May-23
532313,MAHINDRA LIFESPACE DEVELOPERS LTD.,Director,16802,6817478,,Disposal,NSE,23-May-23
532313,MAHINDRA LIFESPACE DEVELOPERS LTD.,Director,50000,20003872,,Disposal,NSE,22-May-23
532313,MAHINDRA LIFESPACE DEVELOPERS LTD.,Director,362600,131602684,,Disposal,NSE,2-May-23
533169,MAN INFRACONSTRUCTION LTD.,Director,120000,14709600,122.58,Acquisition,NSE,29-Jul-23
539045,Manaksia Aluminium Company Ltd,Promoter Group,13584895,0,0,Disposal,NA,31-May-23
539045,Manaksia Aluminium Company Ltd,Promoter Group,13584895,0,0,Acquisition,NA,31-May-23
539046,Manaksia Coated Metals & Industries Ltd,Promoter Group,10099613,0,0,Disposal,NA,29-Jun-23
539046,Manaksia Coated Metals & Industries Ltd,Promoter Group,10099613,0,0,Acquisition,NA,29-Jun-23
531213,MANAPPURAM FINANCE LTD.,Director,100000,12725000,,Disposal,NSE,3-Jul-23
531213,MANAPPURAM FINANCE LTD.,Designated Person,10000,1320500,,Disposal,NSE,1-Jul-23
502157,MANGALAM CEMENT LTD.,Promoter Group,238000,75218785,,Acquisition,NSE,29-Jun-23
502157,MANGALAM CEMENT LTD.,Promoter Group,130000,40972298,,Acquisition,NSE,12-Jun-23
502157,MANGALAM CEMENT LTD.,Promoter Group,292000,95848716,,Acquisition,NSE,9-Jun-23
532637,MANGALAM DRUGS & ORGANICS LTD.,Promoter,29100,3027855,104.05,Pledge,NA,9-Jun-23
530011,MANGALORE CHEMICALS & FERTILIZERS LTD.,Promoter,12500000,1355000000,108.4,Revoke,NA,13-Jul-23
530011,MANGALORE CHEMICALS & FERTILIZERS LTD.,Promoter,2100000,219765000,104.65,Pledge,NA,28-Jun-23
530011,MANGALORE CHEMICALS & FERTILIZERS LTD.,Promoter,1087000,110928350,102.05,Pledge,NA,23-Jun-23
530011,MANGALORE CHEMICALS & FERTILIZERS LTD.,Promoter,1110000,104340000,94,Pledge,NA,20-Jun-23
530011,MANGALORE CHEMICALS & FERTILIZERS LTD.,Promoter,2295050,211167551,92.01000022,Revoke,NA,13-Jun-23
530011,MANGALORE CHEMICALS & FERTILIZERS LTD.,Promoter,4500000,414045000,92.01,Pledge,NA,13-Jun-23
530011,MANGALORE CHEMICALS & FERTILIZERS LTD.,Promoter,1055000,103632650,98.23,Pledge,NA,18-May-23
530011,MANGALORE CHEMICALS & FERTILIZERS LTD.,Promoter,1055000,103632650,98.23,Pledge,NA,18-May-23
505324,MANUGRAPH INDIA LTD.-$,Promoter,1462880,0,0,Acquisition,NA,23-May-23
503101,MARATHON NEXTGEN REALTY LTD.,Employee,3474,1066518,307,Acquisition,NA,11-May-23
503101,MARATHON NEXTGEN REALTY LTD.,Employee,10655,3271085,307,Acquisition,NA,11-May-23
503101,MARATHON NEXTGEN REALTY LTD.,Employee,8662,2659234,307,Acquisition,NA,11-May-23
503101,MARATHON NEXTGEN REALTY LTD.,Employee,4236,1300452,307,Acquisition,NA,11-May-23
523704,MASTEK LTD.,Designated Person,150,28200,188,Acquisition,NA,14-Jul-23
523704,MASTEK LTD.,Designated Person,3558,17790,5,Acquisition,NA,14-Jul-23
523704,MASTEK LTD.,Other,52200,261000,5,Acquisition,NA,12-Jun-23
523704,MASTEK LTD.,Designated Person,300,56400,188,Acquisition,NA,12-Jun-23
523704,MASTEK LTD.,Promoter & Director,30000,0,0,Disposal,NA,29-May-23
523704,MASTEK LTD.,Other,2055,3966150,,Disposal,NSE,5-Jul-23
523704,MASTEK LTD.,Other,14745,28714326,,Disposal,NSE,5-Jul-23
523704,MASTEK LTD.,Other,2200,4253200,,Disposal,NSE,29-Jun-23
523704,MASTEK LTD.,Other,2055,3966150,,Disposal,NSE,28-Jun-23
523704,MASTEK LTD.,Other,14745,28714326,,Disposal,NSE,28-Jun-23
523704,MASTEK LTD.,Other,2000,4015000,,Disposal,NSE,22-Jun-23
523704,MASTEK LTD.,Other,701,1394990,,Disposal,NSE,22-Jun-23
523704,MASTEK LTD.,Other,80,159280,,Disposal,NSE,21-Jun-23
523704,MASTEK LTD.,Other,1948,3879325,,Disposal,NSE,20-Jun-23
523704,MASTEK LTD.,Other,2000,3976250,,Disposal,NSE,19-Jun-23
523704,MASTEK LTD.,Other,1100,2183500,,Disposal,NSE,19-Jun-23
523704,MASTEK LTD.,Other,659,1327885,,Disposal,NSE,15-Jun-23
523704,MASTEK LTD.,Other,6100,12301275,,Disposal,NSE,15-Jun-23
523704,MASTEK LTD.,Immediate Relative,29,58609,,Disposal,NSE,12-Jun-23
523704,MASTEK LTD.,Other,3301,6611107,,Disposal,NSE,12-Jun-23
523704,MASTEK LTD.,Designated Person,5000,9992253,,Disposal,NSE,12-Jun-23
523704,MASTEK LTD.,Other,499,1008479,,Disposal,NSE,8-Jun-23
523704,MASTEK LTD.,Immediate Relative,562,1186382,,Disposal,NSE,7-Jun-23
523704,MASTEK LTD.,Other,6000,12519250,,Disposal,NSE,5-Jun-23
523704,MASTEK LTD.,Designated Person,5828,11865121,,Disposal,NSE,1-Jun-23
523704,MASTEK LTD.,Designated Person,1500,3036375,,Disposal,NSE,1-Jun-23
523704,MASTEK LTD.,Designated Person,3599,7296370,,Disposal,NSE,30-May-23
523704,MASTEK LTD.,Designated Person,1000,2018000,,Disposal,NSE,30-May-23
523704,MASTEK LTD.,Designated Person,2678,5386136,,Disposal,NSE,29-May-23
523704,MASTEK LTD.,Designated Person,2000,3972000,,Disposal,NSE,24-May-23
523704,MASTEK LTD.,Designated Person,3000,6053000,,Disposal,NSE,24-May-23
523704,MASTEK LTD.,Designated Person,200,350000,,Disposal,NSE,16-May-23
500271,Max Financial Services Ltd,Trust,72040,50616572,,Acquisition,NSE,5-Jun-23
500271,Max Financial Services Ltd,Trust,5503,3766113,,Acquisition,NSE,29-May-23
522249,MAYUR UNIQUOTERS LTD.-$,Promoter & Director,0,9416443,,Disposal,NSE,16-Jun-23
543332,Meghmani Finechem Ltd,Promoter,5000,4837838,,Acquisition,NSE,5-Jun-23
543332,Meghmani Finechem Ltd,Promoter,5000,4602296,,Acquisition,NSE,1-Jun-23
543331,Meghmani Organics Ltd,Promoter,50000,4102050,,Acquisition,NSE,1-Jun-23
523828,MENON BEARINGS LTD.-$,Promoter & Director,600000,72048720,,Disposal,NSE,12-May-23
539126,MEP Infrastructure Developers Ltd,Promoter Group,87509,937066,10.7082243,Invoke,NA,26-Jul-23
539126,MEP Infrastructure Developers Ltd,Promoter Group,554479,5648709,10.18741738,Invoke,NA,26-Jul-23
539126,MEP Infrastructure Developers Ltd,Promoter Group,200000,2141644,10.70822,Invoke,NA,26-Jul-23
539126,MEP Infrastructure Developers Ltd,Promoter Group,1000000,11288555,11.288555,Invoke,NA,26-Jul-23
539126,MEP Infrastructure Developers Ltd,Promoter,2000000,29600000,14.8,Invoke,NA,24-Jul-23
538962,Minda Corporation Ltd,Designated Person,40000,11328000,283.2,Acquisition,NA,24-May-23
538962,Minda Corporation Ltd,Other,40000,11328000,283.2,Disposal,NA,24-May-23
543217,Mindspace Business Parks REIT,Promoter,34005,10235485,,Acquisition,NSE,27-Jun-23
543217,Mindspace Business Parks REIT,Promoter Group,67477,20307223,,Acquisition,NSE,26-Jun-23
543217,Mindspace Business Parks REIT,Designated Person,5000,1541600,,Acquisition,NSE,13-Jun-23
543217,Mindspace Business Parks REIT,Promoter Group,725000,217966393,,Acquisition,NSE,7-Jun-23
543217,Mindspace Business Parks REIT,Promoter Group,725000,217963493,,Acquisition,NSE,7-Jun-23
543217,Mindspace Business Parks REIT,Designated Person,725000,217963493,,Acquisition,NSE,6-Jun-23
543217,Mindspace Business Parks REIT,Designated Person,725000,217966393,,Acquisition,NSE,6-Jun-23
523373,MINI DIAMONDS (INDIA) LTD.,Promoter Group,119116,2107162,17.68999966,Acquisition,NA,26-Jun-23
504273,Modulex Construction Technologies Ltd,Promoter,2461197,3329995,1.352998155,Acquisition,NA,18-Jul-23
504273,Modulex Construction Technologies Ltd,Director,1330377,18000000,13.52999939,Acquisition,NA,29-Jun-23
533080,Mold-Tek Packaging Limited,Promoter Group,50000,0,0,Acquisition,NA,13-Jul-23
533080,Mold-Tek Packaging Limited,Promoter Group,50000,0,0,Acquisition,NA,13-Jul-23
511551,Monarch Networth Capital Ltd,Connected Person,11236,2781135,,Acquisition,NSE,4-Jul-23
511551,Monarch Networth Capital Ltd,Connected Person,2694,633090,,Acquisition,NSE,28-Jun-23
511551,Monarch Networth Capital Ltd,Connected Person,149019,35019465,,Acquisition,NSE,23-Jun-23
511551,Monarch Networth Capital Ltd,Promoter & Director,150000,34200000,,Acquisition,NSE,13-Jun-23
532892,MOTILAL OSWAL FINANCIAL SERVICES LTD.,Promoter Group,13000,8749387,,Disposal,NSE,15-Jun-23
532892,MOTILAL OSWAL FINANCIAL SERVICES LTD.,Promoter Group,12000,8131595,,Disposal,NSE,15-Jun-23
501343,MOTOR & GENERAL FINANCE LTD.,Promoter Group,77200,2316000,30,Acquisition,NA,13-Jun-23
526299,MPHASIS LTD.,Designated Person,6500,4225000,650,Acquisition,NA,5-Jul-23
526299,MPHASIS LTD.,Designated Person,2000,1882000,941,Acquisition,NA,5-Jul-23
526299,MPHASIS LTD.,Designated Person,15032,9770800,650,Acquisition,NA,5-Jul-23
526299,MPHASIS LTD.,Designated Person,17500,11375000,650,Acquisition,NA,5-Jul-23
526299,MPHASIS LTD.,Designated Person,22160,11080000,500,Acquisition,NA,5-Jul-23
526299,MPHASIS LTD.,Designated Person,2750,2337500,850,Acquisition,NA,29-May-23
526299,MPHASIS LTD.,Designated Person,4958,2799400,564.6228318,Acquisition,NA,29-May-23
526299,MPHASIS LTD.,Designated Person,2900,1450000,500,Acquisition,NA,26-May-23
526299,MPHASIS LTD.,Designated Person,6000,5646000,941,Acquisition,NA,26-May-23
526299,MPHASIS LTD.,Designated Person,7628,14722040,1930,Revoke,NA,24-May-23
526299,MPHASIS LTD.,Designated Person,7628,14722040,1930,Pledge,NA,24-May-23
526299,MPHASIS LTD.,Designated Person,8584,4943600,575.9086673,Acquisition,NA,15-May-23
526299,MPHASIS LTD.,Designated Person,7628,4640200,608.311484,Acquisition,NA,15-May-23
526299,MPHASIS LTD.,Designated Person,2900,5903820,,Disposal,NSE,6-Jun-23
526299,MPHASIS LTD.,KMP,10000,20032900,,Disposal,NSE,5-Jun-23
526299,MPHASIS LTD.,Designated Person,3428,6726147,,Disposal,NSE,29-May-23
526299,MPHASIS LTD.,Designated Person,30741,60640619,,Disposal,NSE,26-May-23
526299,MPHASIS LTD.,Designated Person,4200,8180760,,Disposal,NSE,26-May-23
526299,MPHASIS LTD.,Designated Person,1800,3343302,,Disposal,NSE,10-May-23
543253,Mrs. Bectors Food Specialities Ltd,Promoter Group,5200,4188881,,Acquisition,NSE,29-Jun-23
543270,MTAR Technologies Ltd,Promoter,100000,0,0,Disposal,NA,23-May-23
543270,MTAR Technologies Ltd,Promoter,100000,0,0,Acquisition,NA,23-May-23
543270,MTAR Technologies Ltd,Promoter,100000,0,0,Acquisition,NA,23-May-23
543270,MTAR Technologies Ltd,Promoter,100000,0,0,Disposal,NA,23-May-23
543270,MTAR Technologies Ltd,Promoter,7843,15293730,,Disposal,NSE,21-Jun-23
543270,MTAR Technologies Ltd,Promoter,40000,75210293,,Disposal,NSE,7-Jun-23
543270,MTAR Technologies Ltd,Promoter,100000,188172000,,Disposal,NSE,7-Jun-23
543270,MTAR Technologies Ltd,Promoter,347000,652360000,,Disposal,NSE,5-Jun-23
543270,MTAR Technologies Ltd,Promoter,100000,188000000,,Disposal,NSE,5-Jun-23
543270,MTAR Technologies Ltd,Promoter,100000,188000000,,Disposal,NSE,5-Jun-23
539819,Mudra Financial Services Ltd,Promoter,90000,2,2.22222E-05,Acquisition,NA,29-Jun-23
500460,MUKAND LTD.,Promoter Group,10000,1264891,,Acquisition,NSE,29-Jun-23
500460,MUKAND LTD.,Promoter Group,7500,956793,,Acquisition,NSE,27-Jun-23
500460,MUKAND LTD.,Promoter Group,11775,1485223,,Acquisition,NSE,27-Jun-23
500460,MUKAND LTD.,Promoter Group,10000,1278339,,Acquisition,NSE,23-Jun-23
500460,MUKAND LTD.,Promoter Group,12565,1613762,,Acquisition,NSE,21-Jun-23
500460,MUKAND LTD.,Promoter Group,10000,1291990,,Acquisition,NSE,21-Jun-23
500460,MUKAND LTD.,Promoter Group,5000,649994,,Acquisition,NSE,19-Jun-23
500460,MUKAND LTD.,Promoter Group,8160,1061543,,Acquisition,NSE,19-Jun-23
500460,MUKAND LTD.,Promoter Group,10000,1299951,,Acquisition,NSE,15-Jun-23
500460,MUKAND LTD.,Promoter Group,15000,1934058,,Acquisition,NSE,13-Jun-23
500460,MUKAND LTD.,Promoter Group,15000,1932145,,Acquisition,NSE,13-Jun-23
500460,MUKAND LTD.,Promoter Group,15000,1946266,,Acquisition,NSE,9-Jun-23
500460,MUKAND LTD.,Promoter Group,20000,2558014,,Acquisition,NSE,9-Jun-23
500460,MUKAND LTD.,Promoter Group,20000,2544123,,Acquisition,NSE,7-Jun-23
500460,MUKAND LTD.,Promoter Group,20000,2537891,,Acquisition,NSE,7-Jun-23
500460,MUKAND LTD.,Promoter Group,25000,3127788,,Acquisition,NSE,5-Jun-23
500460,MUKAND LTD.,Promoter Group,25000,3173871,,Acquisition,NSE,5-Jun-23
500460,MUKAND LTD.,Promoter Group,24852,3099910,,Acquisition,NSE,2-Jun-23
500460,MUKAND LTD.,Promoter Group,25000,3112542,,Acquisition,NSE,2-Jun-23
500460,MUKAND LTD.,Promoter Group,25000,3148872,,Acquisition,NSE,30-May-23
500460,MUKAND LTD.,Promoter Group,25148,3160001,,Acquisition,NSE,30-May-23
500460,MUKAND LTD.,Promoter Group,25000,3064349,,Acquisition,NSE,26-May-23
500460,MUKAND LTD.,Promoter Group,25000,3035157,,Acquisition,NSE,26-May-23
500460,MUKAND LTD.,Promoter Group,30000,3571518,,Acquisition,NSE,24-May-23
500460,MUKAND LTD.,Promoter Group,25000,2977917,,Acquisition,NSE,24-May-23
500460,MUKAND LTD.,Promoter Group,30000,3572212,,Acquisition,NSE,22-May-23
500460,MUKAND LTD.,Promoter Group,25000,2946700,,Acquisition,NSE,22-May-23
516082,N.R.AGARWAL INDUSTRIES LTD.,Promoter Group,2500,732735,,Acquisition,NSE,26-Jun-23
516082,N.R.AGARWAL INDUSTRIES LTD.,Promoter Group,4000,1177698,,Acquisition,NSE,23-Jun-23
516082,N.R.AGARWAL INDUSTRIES LTD.,Promoter Group,2100,612542,,Acquisition,NSE,22-Jun-23
516082,N.R.AGARWAL INDUSTRIES LTD.,Promoter,968,281750,,Acquisition,NSE,7-Jun-23
516082,N.R.AGARWAL INDUSTRIES LTD.,Promoter,1000,296273,,Acquisition,NSE,7-Jun-23
516082,N.R.AGARWAL INDUSTRIES LTD.,Promoter Group,10600,3119682,,Acquisition,NSE,6-Jun-23
516082,N.R.AGARWAL INDUSTRIES LTD.,Promoter Group,30900,8830020,,Acquisition,NSE,30-May-23
516082,N.R.AGARWAL INDUSTRIES LTD.,Promoter Group,2100,562575,,Acquisition,NSE,27-May-23
516082,N.R.AGARWAL INDUSTRIES LTD.,Promoter Group,3500,928772,,Acquisition,NSE,26-May-23
516082,N.R.AGARWAL INDUSTRIES LTD.,Promoter Group,11000,2839430,,Acquisition,NSE,23-May-23
516082,N.R.AGARWAL INDUSTRIES LTD.,Promoter Group,2500,638000,,Acquisition,NSE,23-May-23
541418,Nakoda Group of Industries Ltd,Promoter & Director,35436,2126160,,Disposal,NSE,20-Jun-23
541418,Nakoda Group of Industries Ltd,Promoter & Director,50037,3002220,,Disposal,NSE,16-Jun-23
541418,Nakoda Group of Industries Ltd,Promoter & Director,51291,3077460,,Disposal,NSE,16-Jun-23
541418,Nakoda Group of Industries Ltd,Promoter & Director,35723,2108993,,Disposal,NSE,13-Jun-23
541418,Nakoda Group of Industries Ltd,Promoter & Director,53500,3207325,,Disposal,NSE,13-Jun-23
543522,Nanavati Ventures Ltd,Promoter,1555000,69975000,45,Disposal,NA,9-May-23
543522,Nanavati Ventures Ltd,Promoter,1555000,69975000,45,Acquisition,NA,9-May-23
524816,NATCO PHARMA LTD.,Promoter,5440045,0,0,Acquisition,NA,28-Jun-23
524816,NATCO PHARMA LTD.,Promoter,5440045,0,0,Disposal,NA,28-Jun-23
513023,Nava Ltd,Promoter Group,5000,1491669,,Acquisition,NSE,13-Jun-23
513023,Nava Ltd,Promoter Group,35000,9829420,,Acquisition,NSE,9-Jun-23
532504,Navin Fluorine International Limited-$,Promoter,450000,900000,2,Pledge,NA,12-Jul-23
532504,Navin Fluorine International Limited-$,Promoter,1628729,3257458,2,Acquisition,NA,12-Jul-23
532504,Navin Fluorine International Limited-$,Designated Person,400,1771041,,Disposal,NSE,4-Jul-23
532504,Navin Fluorine International Limited-$,Designated Person,1240,5744796,,Disposal,NSE,20-Jun-23
532504,Navin Fluorine International Limited-$,Designated Person,14315,66553400,,Disposal,NSE,7-Jun-23
532504,Navin Fluorine International Limited-$,Designated Person,680,3149167,,Disposal,NSE,19-May-23
539332,Navkar Corporation Ltd,Promoter & Director,28899000,19,6.57462E-07,Disposal,NA,27-Jun-23
539332,Navkar Corporation Ltd,Promoter & Director,28899000,0,0,Disposal,NA,27-Jun-23
539332,Navkar Corporation Ltd,Promoter Group,28899000,19,6.57462E-07,Acquisition,NA,27-Jun-23
539332,Navkar Corporation Ltd,Promoter Group,18364000,12,6.53452E-07,Disposal,NA,27-Jun-23
539332,Navkar Corporation Ltd,Promoter Group,18364000,0,0,Acquisition,NA,27-Jun-23
539332,Navkar Corporation Ltd,Promoter Group,18364000,12,6.53452E-07,Acquisition,NA,27-Jun-23
539332,Navkar Corporation Ltd,Promoter Group,28899000,0,0,Acquisition,NA,27-Jun-23
539332,Navkar Corporation Ltd,Promoter Group,18364000,0,0,Disposal,NA,27-Jun-23
508989,Navneet Education Limited,Promoter Group,753697,0,0,Acquisition,NA,3-Jun-23
508989,Navneet Education Limited,Promoter Group,87969,0,0,Acquisition,NA,3-Jun-23
508989,Navneet Education Limited,Promoter Group,893903,0,0,Disposal,NA,3-Jun-23
508989,Navneet Education Limited,Promoter Group,893903,0,0,Disposal,NA,3-Jun-23
508989,Navneet Education Limited,Promoter Group,342028,0,0,Acquisition,NA,3-Jun-23
508989,Navneet Education Limited,Promoter Group,753697,0,0,Disposal,NA,3-Jun-23
508989,Navneet Education Limited,Promoter Group,342028,0,0,Disposal,NA,3-Jun-23
508989,Navneet Education Limited,Promoter Group,893903,0,0,Acquisition,NA,3-Jun-23
508989,Navneet Education Limited,Promoter Group,893903,0,0,Acquisition,NA,3-Jun-23
508989,Navneet Education Limited,Promoter Group,753967,0,0,Disposal,NA,3-Jun-23
508989,Navneet Education Limited,Promoter Group,87969,0,0,Disposal,NA,3-Jun-23
508989,Navneet Education Limited,Promoter Group,753967,0,0,Acquisition,NA,3-Jun-23
502168,NCL INDUSTRIES LTD.-$,Director,13500,2500000,185.1851852,Acquisition,NA,10-Jul-23
502168,NCL INDUSTRIES LTD.-$,Promoter Group,13500,2500000,185.1851852,Disposal,NA,10-Jul-23
502168,NCL INDUSTRIES LTD.-$,Director,9900,1979505,,Acquisition,NSE,30-Jun-23
502168,NCL INDUSTRIES LTD.-$,Director,4770,953475,,Acquisition,NSE,28-Jun-23
502168,NCL INDUSTRIES LTD.-$,Director,100,19953,,Acquisition,NSE,28-Jun-23
502168,NCL INDUSTRIES LTD.-$,Director,5441,1093315,,Acquisition,NSE,27-Jun-23
502168,NCL INDUSTRIES LTD.-$,Director,10000,2003600,,Acquisition,NSE,27-Jun-23
502168,NCL INDUSTRIES LTD.-$,Director,100,20250,,Acquisition,NSE,26-Jun-23
502168,NCL INDUSTRIES LTD.-$,Director,10193,2028713,,Acquisition,NSE,23-Jun-23
502168,NCL INDUSTRIES LTD.-$,Director,13114,2612178,,Acquisition,NSE,20-Jun-23
502168,NCL INDUSTRIES LTD.-$,Director,8452,1690231,,Acquisition,NSE,19-Jun-23
505355,NESCO LTD.,Director,10500,0,0,Acquisition,NA,16-May-23
543913,Nexus Select Trust,Other,288726017,30908120120,107.05,Pledge,NA,16-Jun-23
543913,Nexus Select Trust,Other,136346278,14595869060,107.05,Pledge,NA,16-Jun-23
543913,Nexus Select Trust,Other,226000,24081362,,Acquisition,NSE,27-Jun-23
543913,Nexus Select Trust,Other,2459000,261641780,,Acquisition,NSE,24-Jun-23
543913,Nexus Select Trust,Other,115000,12197025,,Acquisition,NSE,24-Jun-23
533098,NHPC LTD.,Immediate Relative,150000,6691000,,Acquisition,NSE,15-Jun-23
500304,NIIT LTD.,Designated Person,15000,5906000,,Disposal,NSE,9-Jun-23
500304,NIIT LTD.,Designated Person,43704,17064901,,Disposal,NSE,9-Jun-23
543282,Niks Technology Ltd,Promoter,1800,436590,,Disposal,,13-Jun-23
540767,Nippon Life India Asset Management Ltd,Designated Person,101852,20625030,202.5,Acquisition,NA,25-Jul-23
540767,Nippon Life India Asset Management Ltd,Designated Person,8601,1741703,202.5000581,Acquisition,NA,25-Jul-23
540767,Nippon Life India Asset Management Ltd,Designated Person,10000,2025000,202.5,Acquisition,NA,25-Jul-23
540767,Nippon Life India Asset Management Ltd,Designated Person,7000,1417500,202.5,Acquisition,NA,25-Jul-23
540767,Nippon Life India Asset Management Ltd,Designated Person,7222,1512590,209.4419828,Acquisition,NA,25-Jul-23
540767,Nippon Life India Asset Management Ltd,Designated Person,10000,2025000,202.5,Acquisition,NA,25-Jul-23
540767,Nippon Life India Asset Management Ltd,Designated Person,18394,3724785,202.5,Acquisition,NA,25-Jul-23
540767,Nippon Life India Asset Management Ltd,Designated Person,13000,4108000,316,Revoke,NA,25-Jul-23
540767,Nippon Life India Asset Management Ltd,Designated Person,2000,576300,288.15,Revoke,NA,4-Jul-23
540767,Nippon Life India Asset Management Ltd,Designated Person,48148,10251191,212.9100066,Acquisition,NA,26-Jun-23
540767,Nippon Life India Asset Management Ltd,Designated Person,14351,3514560,244.900007,Pledge,NA,15-Jun-23
540767,Nippon Life India Asset Management Ltd,Designated Person,102315,24975092,244.1000049,Revoke,NA,15-Jun-23
540767,Nippon Life India Asset Management Ltd,Designated Person,10000,2497500,249.75,Revoke,NA,5-Jun-23
540767,Nippon Life India Asset Management Ltd,Designated Person,14351,3025584,210.8273988,Acquisition,NA,1-Jun-23
540767,Nippon Life India Asset Management Ltd,Designated Person,8000,2360320,,Disposal,NSE,4-Jul-23
540767,Nippon Life India Asset Management Ltd,Designated Person,2000,595320,,Disposal,NSE,4-Jul-23
530367,NRB BEARINGS LTD.,Promoter Group,33471,5871390,,Acquisition,NSE,13-Jun-23
530367,NRB BEARINGS LTD.,Promoter Group,60131,10633610,,Acquisition,NSE,6-Jun-23
530367,NRB BEARINGS LTD.,Promoter Group,27439,4809702,,Acquisition,NSE,6-Jun-23
530367,NRB BEARINGS LTD.,Promoter & Director,11675,2042111,,Acquisition,NSE,6-Jun-23
535458,NRB INDUSTRIAL BEARINGS LTD.,Promoter & Director,10000,258000,,Acquisition,NSE,20-Jun-23
535458,NRB INDUSTRIAL BEARINGS LTD.,Promoter & Director,50000,976000,,Acquisition,NSE,16-Jun-23
535458,NRB INDUSTRIAL BEARINGS LTD.,Promoter & Director,20000,448000,,Acquisition,NSE,16-Jun-23
531209,NUCLEUS SOFTWARE EXPORTS LTD.,Promoter Group,2310,2628789,,Disposal,NSE,6-Jun-23
543264,Nureca Ltd,Promoter Group,350776,4,1.14033E-05,Acquisition,NA,14-Jul-23
543264,Nureca Ltd,Promoter & Director,350776,4,1.14033E-05,Disposal,NA,14-Jul-23
543334,Nuvoco Vistas Corporation Ltd,Designated Person,2,2033800,,Acquisition,NSE,23-May-23
520021,OMAX AUTOS LTD.,Promoter,951300,49610295,52.15,Disposal,NA,26-May-23
532880,OMAXE LTD.,Promoter Group,1533250,15332500,10,Pledge,NA,22-Jun-23
532880,OMAXE LTD.,Promoter Group,1533250,15332500,10,Pledge,NA,22-Jun-23
532880,OMAXE LTD.,Promoter,1533250,15332500,10,Disposal,NA,22-Jun-23
532880,OMAXE LTD.,Promoter Group,1533250,15332500,10,Acquisition,NA,22-Jun-23
532880,OMAXE LTD.,Promoter Group,1533250,15332500,10,Acquisition,NA,22-Jun-23
